model,cv_MAE_mean,cv_MAE_std,cv_RMSE_mean,cv_RMSE_std,cv_R2_mean,cv_R2_std,best_params
Baseline(median),84.7071129707113,0.0,135.39079239987728,0.0,0.0,0.0,{}
LinearRegression,61.55083823097048,3.876997764004465,110.74061092617332,24.7549281033026,0.2994732056676785,0.07577198731783708,{'fit_intercept': True}
Ridge,61.33870554281804,3.8877923411965054,110.55738479174246,24.906474457579193,0.30206632378237036,0.07702696820320573,{'alpha': 10.0}
Lasso,61.39129555351104,3.9209949062044682,110.62411519041456,24.870048215763987,0.3011425062731713,0.07686494521636475,{'alpha': 0.1}
RandomForest,56.708722995058245,3.737168751950312,107.65378704704716,24.8423245995889,0.3380181139689406,0.09016983060586142,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 300}"
GradientBoosting,58.19155811639143,3.5207186922744764,110.79277083092056,25.254818782689107,0.2962872582442049,0.11468839782072358,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 200}"
KNN,60.669296505210916,3.802719547611832,112.55155536954064,23.327154093367785,0.2707633911460628,0.09463495436301841,"{'n_neighbors': 20, 'weights': 'distance'}"
